Business Name,Category,Email,Town,Region,Council Website,City Slug (for targeting)
Cal Pau Pujol,"Sabateria, cal&ccedil;ats especials per plantilles, espardenyes per balls populars.&nbsp;",calpaupujolbotiga@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Cal Sagal (HUTB 051312-20),,oriol@caljafra.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Cal Vies (HUTB - 051313-27),,masiacalvies@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Carles Fortuny Fotògraf,"Estudi de fotografia especialitzat en fotografia de producte, reportatge social, retrat, interiorisme, publicitat i qualsevol enc&agrave;rrec fotogr&agrave;fic.&nbsp;",carlesfortunyfotograf@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Carnisseria i xarcuteria Montse Coll,"Carnisseria d&#39;&agrave;mbit familiar amb xarcuteria, l&agrave;ctics i congelats",tutuscoll@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
"Coral Infantil ""El Petit Vailet""",,elpetitvailet@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
"Diables ""Els Petits Cremats""",,elibersal@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Drac de Castellví,,draccastellvidelamarca@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Drac de la Múnia,,chincheta.1@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Educadora Social,,marca@diba.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Esbart Dansaire de la Múnia,,esbartlamunia@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
"Escola ""El Castellot""",,ceipelcastellot@xtec.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Espai Jove,,joventut03@ccapenedes.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Estanc - bar - restaurant La Múnia,,alamielmueden@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Hort de la Carmeta,,xavi@hortdelacarmeta.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Hospital Comarcal de l'Alt Penedès,,csap@csap.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Ivan González Alarco,,futbol@eemcastellvidelamarca.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Josep Arnabat Ferret,"Treballs agr&iacute;coles: llaurar desfons, verema a m&agrave;quina, pre-poda, desbrossar, collita cereal, preparaci&oacute; de terrenys, sembra, arrencar vinya, treballs arada i rotativa.",joseparnabat@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
La masia de Cal Badia (IRTC: PB-00367),,reserves@lamasiadecalbadia.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
New Vitècnic,,info@newvitecnic.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Ovella de Castellví,,ovelladecastellvi@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Panderetes de la Múnia,,pandereteslamunia@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Pedro Garcia,Coordinador entre l&#39;Ajuntament de Castellv&iacute; de la Marca i l&#39;Escola Esportiva Municipal,ctvm.esports@castellvidelamarca.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
"Perruqueria ""Pinta d'Or""",Perruqueria unisex.&nbsp;,mencar.26@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Petits Timbalers de la Múnia,,petitstimbalers@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Restaurant Cal Padrí,,info@calpadri.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
SIMA Penedès SL,,simapenedes@simapenedes.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Secretaria - Interventora,Mariona Lleonart Tapias,lleonarttm@castellvidelamarca.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Societat de caçadors de Castellví de la Marca,,sccastellvidelamarca@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Terra de Marca,,info@terrademarca.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Vila Morgades,,maria@vilamorgades.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca
Arquitecte tècnic,,cercs@cercs.cat,Cercs,Berguedà,https://www.cercs.cat,cercs
Berga Resort,,bergaresort@bergaresort.com,Cercs,Berguedà,https://www.cercs.cat,cercs
CEIP Sant Salvador,,a8029015@xtec.cat,Cercs,Berguedà,https://www.cercs.cat,cercs
Casa Vall Llòbrega - Turisme rural,,info@valltr.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Casanova de les Garrigues / Refugi de la Casanova i El cobert de Vilaformiu,,info@vilaformiu.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Centre d'Interpretacio de la Baells,,m.cercs@diba.cat,Cercs,Berguedà,https://www.cercs.cat,cercs
Club de Patinatge Artístic de Cercs,,patinatgesantjordi@gmail.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Comissió de Festes El Roseret (Sant Jordi),,santjordicomissio@gmail.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Comissió de la Cavalcada de Reis Mags de l'Orient,,reismagscercs@gmail.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Consorci Ruta Minera,,rutaminera@diba.cat,Cercs,Berguedà,https://www.cercs.cat,cercs
Hotel Berga Park,,reserves@hotelbergapark.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Hotel Santa Bàrbara **,,info@hotelsanta-barbara.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Luthier Fernando Caldera,,guitarrasfcaldera@hotmail.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Oficina comarcal de turisme del Berguedà,,turisme@elbergueda.cat,Cercs,Berguedà,https://www.cercs.cat,cercs
Oficina d'atenció a la ciutadania (OAC),,cercs@diba.cat,Cercs,Berguedà,https://www.cercs.cat,cercs
Restaurant L’Estany Clar,,estanyclar@estanyclar.com,Cercs,Berguedà,https://www.cercs.cat,cercs
Cal Puó Turisme Rural,"Cal Pu&oacute; &eacute;s una casa de poble al bell mig de Collsuspina, just davant l&rsquo;esgl&eacute;sia, on s&rsquo;hi poden trobar 3 apartaments de turisme rural independents, totalment equipats, per passar uns dies en un entorn tranquil i privilegiat.",info@calpuo.cat,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
Can Vilafort,"Situat al bell mig del poble de&nbsp;Collsuspina, en un&nbsp;edifici amb molta hist&ograve;ria&nbsp;i&nbsp;totalment reformat&nbsp;per tal d&#39;oferir un dest&iacute; immillorable tan per el&nbsp;turisme vacacional, com per el&nbsp;turisme de negocis.",info@canvilafort.com,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
Can Xarina,Cuina tradicional catalana i de mercat.,info@canxarina.com,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
Cementiri,,collsuspina@collsuspina.cat,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
Escola Els Ventets de Collsuspina,L&rsquo;Escola de Collsuspina es reobr&iacute; com a escola p&uacute;blica depenent del Departament d&rsquo;Ensenyament de la Generalitat de Catalunya el curs 2006-2007 sota el nom de &quot;CEIP de Collsuspina&quot;.,a8065482@xtec.cat,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
La Bufa,El restaurant ofereix una&nbsp;cuina catalana casolana&nbsp;elaborada amb productes de proximitat i&nbsp;especialitzada en carns a la brasa i cal&ccedil;otades.,info@labufa.cat,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
Mas Casanova,,info@mascasanova.es,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
Motel El Toll,,info@moteleltoll.com,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
Pista poliesportiva municipal,Pista poliesportiva a l&#39;aire lliure per realitzar tot tipus d&#39;activitats.,collsuspina@diba.cat,Collsuspina,Moianès,https://www.collsuspina.cat,collsuspina
4 segons (Associació),,amadiocambres@yahoo.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
ASSOCIACIO OCELLAIRE LA UNIO BARCELONA,,associaciolauniobcn@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
ASSOCIACIÓ CULTURAL 7ARTS,,7arts.canyamars@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
ASSOCIACIÓ MÚSICA NATURA I COLORS,"Entitat dedicada a l&rsquo;ensenyament musical, producci&oacute;&nbsp;d&rsquo;esdeveniments i desenvolupament art&iacute;stic.",ivan@lameva.net,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Aloha Dosrius (Associació),,aloha.dosrius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Andreu Bermúdez,Educador social municipal,abermudez@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Asociación de veïns i veïnas i plataforma en defensa del medio ambiente y la salud de Dosrius,"Defensa dels interessos generals dels ve&iuml;ns del municipi de Dosrius , en qualitat d&#39;usuaris i destinataris finals de l&#39;activitat urban&iacute;stica, cultural, Esportiva, educativa, sanit&agrave;ria, d&#39;habitatge, social, econ&ograve;mica, de consum , La defensa del Medi Ambient, del Paissatge Natural, dels diferents H&agrave;bitats, i entorns naturals i especialment les serralades del Corredor i Montnegre i tota participaci&oacute; en assumptes d&#39;inter&egrave;s general del poble de Dosrius, fomentant les mesures participatives m&eacute;s adequades",registre@2rius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Associació de Dones,,donesdosrius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Associació de Veïns i Veïnes de Can Vallmajor,,avcanvallmajor@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Aula Dosrius SCP,,aula.dosrius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Autoescola Beltrán,,autoescolatramvia@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Bar El Comú,Bar plats combinats,chechu4144@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Bar Restaurant Can Parral,Bar restaurant,canparral@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Bar Restaurant Centre Esportiu Can Batlle,"Zona d&#39;oci i recreativa, als afores del municipi de Dosrius, en plena natura Disposa de Camp de futbol municipal, piscina.",zonacanbatlle@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
BonÀrea,,tarso20sl@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Cabanes Dosrius,,info@cabanesdosrius.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
CaixaBank,,1684@lacaixa.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Casal Laietana de Dosrius,,casaldosrius@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Caterina Prat,Treballadora social municipal,cprat@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Centre Veterinari Dosrius,"Centre veterinari amb perruqueria canina i felina, alimentaci&oacute; i accesoris.",consulta@cvetdosrius.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Club Deportivo Esmeralda F.S,,clubfutsalesmeralda@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Club Esportiu Dosrius del Maresme,,salafutdos@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Club Futbol Dosrius 2010,,dosrius2010@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
"Club bàdminton el Corredor, Dosrius, Canyamars i el Far",,info@badmintonelcorredor.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Club de pàdel Dosrius,,cpdosrius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Colla de Diables de Dosrius (Associació),,diablesdosrius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Comissió de Festes de Can Massuet,"Si tens iniciativa i ganes de participar en l&#39;organitzaci&oacute; de la Festa Major de Can Massuet, no ho dubtis i posa&#39;t en contacte amb nosaltres!!!",mpetanas@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Condis,,c0497@condis.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Cultural de Que Rius (Associació),,dequeriusdosrius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Deixalleria d'Argentona,,infoambientals@argentona.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Dogrius,,info@dogrius.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
El Bosc Vertical,,info@boscvertical.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Els Porticons Pollastres a l'ast,,olgamanel@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Escola Castell de Dosrius,Escola p&uacute;blica&nbsp;d&#39;Educaci&oacute; Infantil i&nbsp;Prim&agrave;ria,escola@escoladedosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Escola de Natura del Corredor,,enc@pangea.org,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Espai Jove de Dosrius,,joves@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Esplai 4 Pedres,,esplai4pedres@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Estanc de Dosrius,,estancdosrius@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Esteve i Barranco SCP,,esteve_barranco@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Estil Sablanc,,saezblanco@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Finques Inter,Serveis d&#39;assessorament immobiliari,info@interinmobiliaria.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Forn de Pa Dosrius,Forn de pa - bar,familiajuanguell@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Grup d'Esplai l'Esclat!!!,,esplai.esclat@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Habitatge Turístic Can Sabé,,hola@cansabe.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Handbol Platja Pepperonis Club Esportiu,,pepperonis@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Jaume Jofre - ONCE,,jaumejofre@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Kanstak,,sonia@kanstak.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Monkey Paintball,Paintball Dosrius,info@monkeypaintball.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Natural Beauty,Perruquer&iacute;a i barberia.&nbsp;,naturalbeautycanmassuet@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Oficina d'Atenció al Ciutadà (OAC),,dosrius@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Petrològic Oil,"Estaci&oacute; de Servei Dramarsa RED SL. Benzinera-botiga, tren de rentat i Restaurant/Bar",info@dramarsa.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
"Pitman Dosrius, SL",,infodosrius@pitman.pro,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Residència Canina La Masia,Hotel-guarderia per a gossos.,info@rclamasia.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Residència LLAR ML SL,,lallar2rius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Restaurant Cal Víctor,Bar restaurant,calvictor@hotmail.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Restaurant Can Carreras,,masiacancarreras@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Restaurant Can Rimblas,Restaurant,jaumetotal@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Restaurant Can Terrades del Molí,Restaurant,mpp_2011@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Restaurant Masia Can Guinart,,canguinart@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Segell Express,,segell@segellexpres.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Servei Bibliobús,,b.montnegre@diba.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Servei Local d'Ocupació (SLO) / Oficina de Treball,,ocupacio@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Sportwear,Fabricaci&oacute; i desenvolupament de teixits t&egrave;cnics per a esport.&nbsp;,info@spwear.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Supermercat Canyamars,,jordi.f.valera@hotmail.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Supermercat El Far,"Venda d&#39;aliments, drogueria, basar, pa i rebosteria, cafeteria de degustaci&oacute;. venda de but&agrave;, i pollastres a l&#39;ast",supermercatelfar@hotmail.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Supermercat Forn de Pa Dosrius,,sonu.suma58@yahoo.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
TAXI Dosrius - Andreu,Servei de taxi.&nbsp;,taxi.dosrius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Taller Dosrius,,info@tallerdosrius.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Taller Marsal,,automarsal@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Turisme Rural Villa Mazzara,Casa rural.,info@villamazzara.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Àngels Solà,,a.a@hotmail.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius
"Àrea d'Intervenció, Tresoreria i Recaptació",,info@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Àrea d'Urbanisme,,urbanisme@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Àrea de Cultura,,puntinformacio@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Àrea del Medi Natural,,mediambient@dosrius.cat,Dosrius,Maresme,https://www.dosrius.cat,dosrius
Oficina d'atenció ciutadana (OAC),,bruc@bruc.cat,El Bruc,Anoia,https://www.bruc.cat,el-bruc
Biblioteca Municipal Verge de Montserrat del Bruc,,b.bruc.vm@diba.cat,El Bruc,Anoia,https://www.bruc.cat,el-bruc
Secrets de Montserrat,,mikmatmel@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc
Varovito Bistró,Restaurant&nbsp;,hola@varovito.es,El Bruc,Anoia,https://www.bruc.cat,el-bruc
A.D.F. El Bruc,,adfelbruc@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc
Bar Granada,Bar - Restaurant,barnoufi@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc
Casa Rural al Parc Natural de Montserrat,,elena@conjunts.cat,El Bruc,Anoia,https://www.bruc.cat,el-bruc
Vins i Caves Cellers Can Pascual,,cellercanpascual@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc
